group_10297	,,group_10297
ubiG_1	PA14_18860,,ubiG_1
group_48939	,,group_48939
group_48938	,,group_48938
group_29082	,,group_29082
group_48932	,,group_48932
group_48931	,,group_48931
group_29081	,,group_29081
group_29086	,,group_29086
group_46402	,,group_46402
group_29084	,,group_29084
group_53617	,,group_53617
group_42478	,,group_42478
group_42479	,,group_42479
group_54398	,,group_54398
group_54399	,,group_54399
group_57503	,,group_57503
group_54392	,,group_54392
group_42471	,,group_42471
group_42472	,,group_42472
group_42473	,,group_42473
group_42474	,,group_42474
group_42475	,,group_42475
group_42476	,,group_42476
group_42477	,,group_42477
group_12365	,,group_12365
group_12364	,,group_12364
group_12367	,,group_12367
group_12366	,,group_12366
group_12361	,,group_12361
group_12360	,,group_12360
group_12363	,,group_12363
group_12362	,,group_12362
group_12369	,,group_12369
group_12368	,,group_12368
group_71210	,,group_71210
group_48930	,,group_48930
group_48937	,,group_48937
group_48936	,,group_48936
group_63523	,,group_63523
group_29580	,,group_29580
group_48935	,,group_48935
group_48934	,,group_48934
group_28094	,,group_28094
group_75579	,,group_75579
group_63156	,,group_63156
group_43408	,,group_43408
group_69173	,,group_69173
group_31474	,,group_31474
group_63522	,,group_63522
group_4227	PA14_63940,,group_4227
group_4225	PA14_63840,,group_4225
group_4222	PA14_63340,,group_4222
group_4220	PA14_63220,,group_4220
group_43407	,,group_43407
group_69176	,,group_69176
potH_3	,,potH_3
group_41864	,,group_41864
group_54170	,,group_54170
group_50262	,,group_50262
group_4229	PA14_64410,ybiI,group_4229
group_23347	,,group_23347
group_48453	,,group_48453
group_31470	,,group_31470
group_23346	,,group_23346
yeeA	,,yeeA
group_48454	,,group_48454
group_31471	,,group_31471
hsdR_2	,,hsdR_2
hsdR_3	,,hsdR_3
yeeF	,,yeeF
group_42470	,,group_42470
group_51064	,,group_51064
group_48456	,,group_48456
group_54393	,,group_54393
group_51063	,,group_51063
group_48457	,,group_48457
group_54390	,,group_54390
group_23342	,,group_23342
group_54391	,,group_54391
group_51061	,,group_51061
group_30826	,,group_30826
group_54396	,,group_54396
group_63520	,,group_63520
group_51060	,,group_51060
hipA	,,hipA
hipB	,,hipB
group_55449	,,group_55449
group_55448	,,group_55448
group_31478	,,group_31478
group_55441	,,group_55441
group_55440	,,group_55440
group_55443	,,group_55443
group_31479	,,group_31479
group_55445	,,group_55445
group_55444	,,group_55444
group_55447	,,group_55447
group_55446	,,group_55446
group_1760	PA14_03630,,group_1760
group_1761	PA14_71370,,group_1761
group_1762	PA14_72080,,group_1762
group_13097	,,group_13097
group_1764	,,group_1764
group_13091	,,group_13091
group_13092	,,group_13092
group_1767	PA14_20480,,group_1767
group_1768	PA14_20880,,group_1768
group_1769	PA14_21130,,group_1769
group_44148	,,group_44148
group_13098	,,group_13098
group_13099	,,group_13099
group_28751	,,group_28751
group_28750	,,group_28750
group_28753	,,group_28753
group_23847	,,group_23847
group_28755	,,group_28755
group_28754	,,group_28754
macA	PA14_33770,,macA
group_28756	,,group_28756
group_28759	,,group_28759
group_28758	,,group_28758
group_23348	,,group_23348
group_23841	,,group_23841
group_26616	,,group_26616
group_26617	,,group_26617
group_26614	,,group_26614
group_26615	,,group_26615
group_26612	,,group_26612
group_23842	,,group_23842
group_26610	,,group_26610
group_26611	,,group_26611
group_59148	,,group_59148
group_59149	,,group_59149
group_23843	,,group_23843
group_26618	,,group_26618
group_26619	,,group_26619
group_22506	,,group_22506
group_22507	,,group_22507
group_22504	,,group_22504
group_22505	,,group_22505
group_22502	,,group_22502
group_22503	,,group_22503
group_22500	,,group_22500
group_22501	,,group_22501
group_13546	PA14_52150,lpxO2,group_13546
group_67813	,,group_67813
group_13544	PA14_52090,,group_13544
group_13545	PA14_52120,,group_13545
group_13542	,,group_13542
group_22508	,,group_22508
group_22509	,,group_22509
group_3948	,,group_3948
group_3949	PA14_02490,tonB2,group_3949
group_49411	,,group_49411
group_3942	,,group_3942
group_3943	PA14_36670,,group_3943
bioA_2	,,bioA_2
group_3941	,,group_3941
group_3946	,,group_3946
group_3947	,,group_3947
group_3944	,,group_3944
group_3945	,,group_3945
tarI'	,,tarI'
group_35369	,,group_35369
group_41626	,,group_41626
group_26603	,,group_26603
group_25802	,,group_25802
group_67772	,,group_67772
group_9184	,,group_9184
xpkA	PA14_17580,,xpkA
rdmC_2	,,rdmC_2
group_51373	,,group_51373
group_51372	,,group_51372
group_51371	,,group_51371
group_51370	,,group_51370
group_51377	,,group_51377
group_51376	,,group_51376
group_51375	,,group_51375
group_51374	,,group_51374
group_28359	,,group_28359
group_51379	,,group_51379
group_51378	,,group_51378
group_935	PA14_30940,trbB,group_935
group_934	,,group_934
group_937	,,group_937
group_936	,,group_936
group_931	,,group_931
group_930	,,group_930
group_933	,,group_933
tsaQ1	,,tsaQ1
group_939	,,group_939
group_938	,,group_938
group_21345	,,group_21345
group_21344	,,group_21344
group_21347	,,group_21347
group_21346	,,group_21346
group_21341	,,group_21341
group_21340	,,group_21340
group_21343	,,group_21343
group_21342	,,group_21342
group_6813	PA14_47250,,group_6813
group_21349	,,group_21349
group_6816	PA14_47070,,group_6816
group_14019	,,group_14019
group_14018	,,group_14018
group_27251	,,group_27251
group_14015	,,group_14015
group_14014	,,group_14014
group_14017	,,group_14017
group_14016	,,group_14016
group_14011	,,group_14011
group_14010	,,group_14010
group_14012	,,group_14012
group_45798	,,group_45798
group_54476	,,group_54476
group_54475	,,group_54475
group_54474	,,group_54474
sufS_2	PA14_25790,,sufS_2
group_54472	,,group_54472
group_54471	,,group_54471
sufS_1	PA14_16930,csdA,sufS_1
group_45790	,,group_45790
group_45791	,,group_45791
group_45792	,,group_45792
group_45793	,,group_45793
group_45794	,,group_45794
group_45795	,,group_45795
group_52901	,,group_52901
group_54478	,,group_54478
group_52134	,,group_52134
group_52135	,,group_52135
group_52136	,,group_52136
group_52137	,,group_52137
group_52130	,,group_52130
group_52131	,,group_52131
group_52132	,,group_52132
group_52133	,,group_52133
group_61259	,,group_61259
group_33338	,,group_33338
group_14589	,,group_14589
group_53849	,,group_53849
group_53848	,,group_53848
group_53847	,,group_53847
group_53846	,,group_53846
group_53845	,,group_53845
group_53844	,,group_53844
group_52900	,,group_52900
group_53842	,,group_53842
group_53841	,,group_53841
group_53840	,,group_53840
group_27253	,,group_27253
group_25998	,,group_25998
group_25999	,,group_25999
group_26606	,,group_26606
vbhT	,,vbhT
group_25995	,,group_25995
group_25996	,,group_25996
group_25997	,,group_25997
group_25990	,,group_25990
group_25991	,,group_25991
group_25992	,,group_25992
group_25993	,,group_25993
group_33333	,,group_33333
group_61317	,,group_61317
group_33332	,,group_33332
group_52903	,,group_52903
group_61251	,,group_61251
damX	PA14_66580,,damX
group_61250	,,group_61250
group_15658	,,group_15658
group_15659	,,group_15659
group_74239	,,group_74239
group_15655	PA14_10130,,group_15655
group_12841	,,group_12841
group_15657	,,group_15657
group_74233	,,group_74233
group_15651	,,group_15651
group_74231	,,group_74231
group_74230	,,group_74230
group_19148	,,group_19148
group_19149	,,group_19149
group_19144	,,group_19144
group_19145	,,group_19145
group_19146	,,group_19146
group_19147	,,group_19147
parA_1	,,parA_1
group_19141	,,group_19141
group_19142	,,group_19142
parA_2	,,parA_2
group_11791	,,group_11791
group_11790	,,group_11790
group_11793	,,group_11793
group_11792	,,group_11792
sppA	PA14_25600,sppA,sppA
group_11794	,,group_11794
group_11797	,,group_11797
group_11796	,,group_11796
group_11799	,,group_11799
group_11798	,,group_11798
group_52709	,,group_52709
group_26412	,,group_26412
ppx_2	,,ppx_2
group_52905	,,group_52905
group_30500	,,group_30500
group_74581	,,group_74581
group_72147	,,group_72147
group_74583	,,group_74583
group_74582	,,group_74582
group_74585	,,group_74585
group_74584	,,group_74584
group_74587	,,group_74587
group_74586	,,group_74586
group_74589	,,group_74589
group_74588	,,group_74588
group_53261	,,group_53261
group_53260	,,group_53260
group_53267	,,group_53267
group_72145	,,group_72145
group_53265	,,group_53265
group_17424	,,group_17424
group_25338	,,group_25338
group_25339	,,group_25339
group_61178	,,group_61178
group_45726	,,group_45726
group_20128	,,group_20128
group_20129	,,group_20129
group_50406	,,group_50406
group_20127	,,group_20127
group_20124	,,group_20124
group_25333	,,group_25333
group_50402	,,group_50402
group_25335	,,group_25335
group_25336	,,group_25336
group_25337	,,group_25337
group_26973	,,group_26973
group_5893	,,group_5893
group_26971	,,group_26971
group_5891	,,group_5891
group_5896	,,group_5896
group_5897	,,group_5897
group_26975	,,group_26975
group_5895	,,group_5895
group_69367	,,group_69367
group_69366	,,group_69366
group_5898	,,group_5898
group_69364	,,group_69364
group_69761	,,group_69761
group_69362	,,group_69362
group_69361	,,group_69361
group_69360	,,group_69360
group_60916	,,group_60916
group_26886	,,group_26886
group_16655	,,group_16655
group_61314	,,group_61314
group_16303	,,group_16303
group_16302	,,group_16302
group_16300	,,group_16300
group_16307	,,group_16307
group_16306	,,group_16306
group_75188	,,group_75188
group_75189	,,group_75189
group_75186	,,group_75186
group_75187	,,group_75187
group_16309	,,group_16309
group_16308	,,group_16308
group_75182	,,group_75182
group_75183	,,group_75183
group_75180	,,group_75180
group_75181	,,group_75181
group_56725	,,group_56725
group_56724	,,group_56724
group_56727	,,group_56727
group_56726	,,group_56726
group_56721	,,group_56721
group_15238	,,group_15238
group_56723	,,group_56723
group_56722	,,group_56722
group_56729	,,group_56729
cpo_1	,,cpo_1
cpo_2	,,cpo_2
group_17656	,,group_17656
group_17657	,,group_17657
group_17654	,,group_17654
group_17655	,,group_17655
group_17652	,,group_17652
group_17653	,,group_17653
group_17650	,,group_17650
group_17651	,,group_17651
rplJ_2	,,rplJ_2
group_71225	,,group_71225
group_17658	,,group_17658
group_17659	,,group_17659
group_13937	,,group_13937
group_13936	,,group_13936
group_13935	,,group_13935
group_13934	,,group_13934
group_13933	,,group_13933
group_13932	,,group_13932
group_13931	,,group_13931
group_13930	,,group_13930
group_71223	,,group_71223
group_13939	,,group_13939
group_13938	,,group_13938
group_20763	,,group_20763
group_69589	,,group_69589
group_69588	,,group_69588
aroA_2	,,aroA_2
group_15230	,,group_15230
group_69583	,,group_69583
group_69582	,,group_69582
group_69581	,,group_69581
group_69580	,,group_69580
group_16656	,,group_16656
group_69586	,,group_69586
group_69585	,,group_69585
group_69584	,,group_69584
group_9189	,,group_9189
group_12933	,,group_12933
group_23479	,,group_23479
group_23478	,,group_23478
group_67639	,,group_67639
group_67638	,,group_67638
group_67637	,,group_67637
group_67636	,,group_67636
group_23477	,,group_23477
group_23476	,,group_23476
group_23471	,,group_23471
group_23470	,,group_23470
group_23473	,,group_23473
group_23472	,,group_23472
group_60847	,,group_60847
group_37880	,,group_37880
hisC_1	,,hisC_1
hisC_2	PA14_57770,hisC1,hisC_2
xcpP_1	PA14_23980,xcpP,xcpP_1
group_69764	,,group_69764
xcpP_2	PA14_40330,,xcpP_2
group_28031	,,group_28031
mdcG_2	,,mdcG_2
ydbM_2	,,ydbM_2
group_35305	,,group_35305
group_38602	,,group_38602
group_38603	,,group_38603
group_38600	,,group_38600
group_38601	,,group_38601
group_38606	,,group_38606
group_38604	,,group_38604
group_38605	,,group_38605
group_38608	,,group_38608
hsdR_1	,,hsdR_1
group_12935	,,group_12935
group_67181	,,group_67181
group_67180	,,group_67180
group_67183	,,group_67183
group_67182	,,group_67182
group_67185	,,group_67185
group_60082	,,group_60082
group_67187	,,group_67187
group_67186	,,group_67186
group_67189	,,group_67189
group_67188	,,group_67188
group_73516	,,group_73516
group_68180	,,group_68180
group_68181	,,group_68181
group_68183	,,group_68183
group_68184	,,group_68184
group_68185	,,group_68185
group_68186	,,group_68186
group_68187	,,group_68187
group_68188	,,group_68188
group_64517	,,group_64517
group_61748	,,group_61748
group_28258	,,group_28258
group_28259	,,group_28259
group_32387	,,group_32387
group_32386	,,group_32386
group_32381	,,group_32381
group_32380	,,group_32380
group_27208	,,group_27208
group_27209	,,group_27209
group_27206	,,group_27206
group_27207	,,group_27207
group_27204	,,group_27204
group_27205	,,group_27205
group_27202	,,group_27202
group_27203	,,group_27203
group_28256	,,group_28256
group_27201	,,group_27201
group_45690	,,group_45690
aroH_5	,,aroH_5
aroH_4	,,aroH_4
aroH_3	,,aroH_3
aroH_2	PA14_09460,phzC1,aroH_2
aroH_1	PA14_27330,dhs,aroH_1
group_61744	,,group_61744
group_12937	,,group_12937
group_64519	,,group_64519
group_72327	,,group_72327
group_64830	,,group_64830
group_72325	,,group_72325
rpoA_2	,,rpoA_2
group_72323	,,group_72323
yjcS_2	,,yjcS_2
group_72321	,,group_72321
group_72320	,,group_72320
group_37914	,,group_37914
nqo3	,,nqo3
group_72329	,,group_72329
group_72328	,,group_72328
group_53303	,,group_53303
group_33561	,,group_33561
group_66589	,,group_66589
group_66586	,,group_66586
group_61846	,,group_61846
group_66584	,,group_66584
rbbA	PA14_69070,yhiH,rbbA
group_66582	,,group_66582
group_66583	,,group_66583
group_61847	,,group_61847
group_35309	,,group_35309
frmA_6	,,frmA_6
accC_3	,,accC_3
group_19968	,,group_19968
group_19969	,,group_19969
group_19966	,,group_19966
group_19967	,,group_19967
group_19964	,,group_19964
group_61845	,,group_61845
group_19962	,,group_19962
group_19963	,,group_19963
group_19960	,,group_19960
group_19961	,,group_19961
group_34970	,,group_34970
group_34971	,,group_34971
group_34972	,,group_34972
group_34973	,,group_34973
group_34974	,,group_34974
group_63727	,,group_63727
group_29340	,,group_29340
group_34977	,,group_34977
group_34978	,,group_34978
fom3	,,fom3
group_33568	,,group_33568
group_36358	,,group_36358
group_28254	,,group_28254
group_33569	,,group_33569
group_1053	,,group_1053
group_72759	,,group_72759
thiD_1	,,thiD_1
group_1409	PA14_59910,,group_1409
group_1408	,,group_1408
group_50189	,,group_50189
group_20468	,,group_20468
thiD_2	,,thiD_2
group_20463	,,group_20463
group_20462	,,group_20462
group_50181	,,group_50181
group_50180	,,group_50180
group_50187	,,group_50187
group_50186	,,group_50186
group_20465	A7J11_04496,aac(3)-I,group_20465
group_20464	,,group_20464
group_73746	,,group_73746
group_73747	,,group_73747
group_73744	,,group_73744
group_73745	,,group_73745
group_73742	,,group_73742
wcaJ_1	,,wcaJ_1
group_73740	,,group_73740
group_73741	,,group_73741
group_20642	,,group_20642
group_73749	,,group_73749
group_33474	,,group_33474
xynB	,,xynB
xynA	PA14_28100,,xynA
group_33477	,,group_33477
group_33470	,,group_33470
group_26158	,,group_26158
group_33472	,,group_33472
group_61913	,,group_61913
group_26155	,,group_26155
group_26154	,,group_26154
group_26157	,,group_26157
group_26156	,,group_26156
group_33478	,,group_33478
group_26150	,,group_26150
group_26153	,,group_26153
group_26152	,,group_26152
group_62205	,,group_62205
group_62204	,,group_62204
group_20641	,,group_20641
group_62207	,,group_62207
group_63720	,,group_63720
group_16888	,,group_16888
group_16889	,,group_16889
group_62206	,,group_62206
group_42525	,,group_42525
steT	,,steT
group_52636	,,group_52636
group_16880	,,group_16880
group_16881	,,group_16881
group_16882	,,group_16882
group_16883	,,group_16883
group_16884	,,group_16884
group_16885	,,group_16885
group_16886	,,group_16886
group_16887	,,group_16887
group_49336	,,group_49336
group_52634	,,group_52634
group_46822	,,group_46822
group_36123	,,group_36123
group_62202	,,group_62202
group_62461	,,group_62461
group_62460	,,group_62460
group_62463	,,group_62463
group_62462	,,group_62462
group_62465	,,group_62465
group_62464	,,group_62464
group_62467	,,group_62467
group_62466	,,group_62466
group_62469	,,group_62469
group_47025	,,group_47025
group_47026	,,group_47026
group_47027	,,group_47027
group_47022	,,group_47022
group_47023	,,group_47023
group_55442	,,group_55442
group_60077	,,group_60077
group_39644	,,group_39644
rpmG_2	,,rpmG_2
group_66092	,,group_66092
group_36128	,,group_36128
group_58514	,,group_58514
group_20608	,,group_20608
group_36359	,,group_36359
group_58515	,,group_58515
tadA	,,tadA
group_30730	,,group_30730
estA_2	,,estA_2
group_13094	,,group_13094
group_55844	,,group_55844
group_58517	,,group_58517
group_13095	,,group_13095
group_58510	,,group_58510
group_13096	,,group_13096
group_58511	,,group_58511
group_70215	,,group_70215
group_35738	,,group_35738
group_70217	,,group_70217
group_47795	,,group_47795
group_70211	,,group_70211
group_70210	,,group_70210
group_70213	,,group_70213
group_47791	,,group_47791
group_35731	,,group_35731
group_13090	,,group_13090
group_35733	,,group_35733
group_35732	,,group_35732
group_70219	,,group_70219
group_70218	,,group_70218
group_35737	,,group_35737
group_35736	,,group_35736
group_74918	,,group_74918
group_37388	,,group_37388
group_37389	,,group_37389
group_37386	,,group_37386
group_37387	,,group_37387
group_74910	,,group_74910
group_13093	,,group_13093
group_37382	,,group_37382
group_37383	,,group_37383
group_37380	,,group_37380
group_20606	,,group_20606
impA_1	,,impA_1
impA_2	,,impA_2
glnG_3	,,glnG_3
glnG_2	,,glnG_2
glnG_1	,,glnG_1
group_52705	,,group_52705
group_36869	,,group_36869
group_66918	,,group_66918
group_29015	,,group_29015
group_29023	,,group_29023
group_25577	,,group_25577
group_46773	,,group_46773
group_65111	,,group_65111
group_65112	,,group_65112
group_37811	,,group_37811
group_65114	,,group_65114
group_65115	,,group_65115
group_65116	,,group_65116
group_46774	,,group_46774
group_65118	,,group_65118
group_25572	,,group_25572
group_46779	,,group_46779
group_25573	,,group_25573
group_26445	,,group_26445
group_28752	,,group_28752
group_29013	,,group_29013
group_25571	,,group_25571
group_28757	,,group_28757
group_26444	,,group_26444
group_15519	,,group_15519
group_15518	,,group_15518
group_63387	,,group_63387
group_15513	,,group_15513
group_19369	,,group_19369
group_15510	,,group_15510
group_15517	,,group_15517
group_15516	,,group_15516
group_15515	,,group_15515
group_61318	,,group_61318
bpoA2	,,bpoA2
group_29026	,,group_29026
group_67354	,,group_67354
group_59141	,,group_59141
group_62578	,,group_62578
group_67356	,,group_67356
group_69076	,,group_69076
group_36940	,,group_36940
group_59143	,,group_59143
group_28515	,,group_28515
group_9159	,,group_9159
group_9158	,,group_9158
group_9157	,,group_9157
group_9156	,,group_9156
group_9155	,,group_9155
group_9154	,,group_9154
group_9153	,,group_9153
group_9152	,,group_9152
group_9151	,,group_9151
group_9150	,,group_9150
rlmH_2	,,rlmH_2
group_30816	,,group_30816
group_30815	,,group_30815
group_26736	,,group_26736
group_30813	,,group_30813
group_59146	,,group_59146
group_30811	,,group_30811
group_30810	,,group_30810
group_37281	,,group_37281
group_62573	,,group_62573
queF	PA14_27850,queF,queF
group_30819	,,group_30819
group_62572	,,group_62572
group_34127	,,group_34127
group_34126	,,group_34126
group_34125	,,group_34125
group_34124	,,group_34124
group_34123	,,group_34123
group_62571	,,group_62571
group_34121	,,group_34121
group_34120	,,group_34120
katA	PA14_09150,katA,katA
katB	PA14_61040,katB,katB
group_73985	,,group_73985
katE	PA14_36810,katE,katE
katG	,,katG
group_36419	,,group_36419
group_36418	,,group_36418
group_26440	,,group_26440
gloB_1	,,gloB_1
group_36410	,,group_36410
gloB_3	,,gloB_3
gloB_2	PA14_24810,,gloB_2
group_36415	,,group_36415
group_68368	,,group_68368
pfp	,,pfp
group_36416	,,group_36416
group_58183	,,group_58183
group_58182	,,group_58182
group_58181	,,group_58181
group_52182	,,group_52182
group_58186	,,group_58186
group_58185	,,group_58185
group_18432	,,group_18432
group_55537	,,group_55537
group_58189	,,group_58189
group_58188	,,group_58188
group_55466	,,group_55466
group_25505	,,group_25505
group_40328	,,group_40328
group_50971	,,group_50971
group_40322	,,group_40322
malR	,,malR
group_40320	,,group_40320
group_40321	,,group_40321
stcD_3	,,stcD_3
group_40327	,,group_40327
group_40324	,,group_40324
group_40325	,,group_40325
group_34524	,,group_34524
group_48232	,,group_48232
group_52188	,,group_52188
group_30747	,,group_30747
group_40469	,,group_40469
group_27102	,,group_27102
group_42878	,,group_42878
group_42879	,,group_42879
group_47808	,,group_47808
group_47809	,,group_47809
group_47806	,,group_47806
group_47807	,,group_47807
group_42876	,,group_42876
group_42877	,,group_42877
group_42870	,,group_42870
group_42871	,,group_42871
group_42872	,,group_42872
group_47801	,,group_47801
group_30746	,,group_30746
group_8209	PA14_12110,,group_8209
group_58790	,,group_58790
group_8207	PA14_11970,,group_8207
group_8201	PA14_10020,,group_8201
group_8202	PA14_10220,ygiM,group_8202
group_11113	,,group_11113
group_60506	,,group_60506
group_35149	,,group_35149
group_36431	,,group_36431
group_10704	,,group_10704
rpoS	PA14_17480,rpoS,rpoS
phnL	PA14_20420,phnL,phnL
rpoZ	PA14_70450,rpoZ,rpoZ
rpoC	PA14_08780,rpoC,rpoC
rpoB	PA14_08760,rpoB,rpoB
rpoA	PA14_09115,rpoA,rpoA
group_60174	,,group_60174
group_36430	,,group_36430
rpoD	PA14_07520,rpoD,rpoD
exaE_2	,,exaE_2
rpoH	PA14_04930,rpoH,rpoH
rpoN	PA14_57940,rpoN,rpoN
group_68365	,,group_68365
ptlG_1	,,ptlG_1
ptlG_2	,,ptlG_2
group_5168	,,group_5168
group_35147	,,group_35147
mrdA	PA14_12060,pbpA,mrdA
mrdB	,,mrdB
group_16769	,,group_16769
group_3940	,,group_3940
group_16768	,,group_16768
group_29604	,,group_29604
bioA_3	,,bioA_3
group_11071	,,group_11071
nqrE	PA14_25340,nqrE,nqrE
nqrD	,,nqrD
nqrF	PA14_25350,nqrF,nqrF
nqrA	PA14_25280,nqrA,nqrA
group_11072	,,group_11072
nqrC	PA14_25320,nqrC,nqrC
nqrB	PA14_25305,nqrB,nqrB
yjiA_1	,,yjiA_1
yjiA_2	PA14_60920,,yjiA_2
group_25386	,,group_25386
group_5163	,,group_5163
group_25381	,,group_25381
osmX_1	,,osmX_1
group_16767	,,group_16767
group_29601	,,group_29601
group_25383	,,group_25383
group_16761	,,group_16761
group_41238	,,group_41238
group_29603	,,group_29603
fhuA_6	,,fhuA_6
group_71245	,,group_71245
group_5164	,,group_5164
fhuA_4	PA14_32740,optS,fhuA_4
group_6180	,,group_6180
mipA	,,mipA
group_35460	,,group_35460
group_10828	,,group_10828
group_10829	,,group_10829
group_10825	,,group_10825
group_10826	,,group_10826
group_10820	,,group_10820
group_10821	,,group_10821
group_10822	,,group_10822
group_10823	,,group_10823
anmK	PA14_08520,anmK,anmK
group_71244	,,group_71244
group_24198	,,group_24198
group_43002	,,group_43002
prlC	PA14_00790,prlC,prlC
group_43000	,,group_43000
group_43001	,,group_43001
prlF	,,prlF
group_43007	,,group_43007
group_43004	,,group_43004
group_43005	,,group_43005
acrE_1	,,acrE_1
group_35143	,,group_35143
group_9638	,,group_9638
group_71938	,,group_71938
group_24192	,,group_24192
group_9632	,,group_9632
group_9633	,,group_9633
group_9630	,,group_9630
group_9631	,,group_9631
group_9636	,,group_9636
group_24191	,,group_24191
group_9634	,,group_9634
group_9635	,,group_9635
group_3778	,,group_3778
group_3771	,,group_3771
group_3770	,,group_3770
group_3773	,,group_3773
group_3772	,,group_3772
group_3775	,,group_3775
group_3774	,,group_3774
group_3777	,,group_3777
group_3776	,,group_3776
group_73269	,,group_73269
group_73268	,,group_73268
group_58824	,,group_58824
group_73264	,,group_73264
group_73267	,,group_73267
group_73266	,,group_73266
group_47646	,,group_47646
group_70168	,,group_70168
group_60114	,,group_60114
group_36439	,,group_36439
group_26484	,,group_26484
group_24801	,,group_24801
group_24800	,,group_24800
group_24803	,,group_24803
group_24802	,,group_24802
group_24805	,,group_24805
group_24804	,,group_24804
group_24806	,,group_24806
group_24809	,,group_24809
group_24808	,,group_24808
group_6690	PA14_65470,,group_6690
group_36438	,,group_36438
group_51305	,,group_51305
group_71240	,,group_71240
group_29327	,,group_29327
group_29326	,,group_29326
group_58826	,,group_58826
group_29324	,,group_29324
group_29323	,,group_29323
group_29322	,,group_29322
group_29321	,,group_29321
group_29320	,,group_29320
group_29329	,,group_29329
group_29328	,,group_29328
group_669	,,group_669
group_668	,,group_668
group_661	,,group_661
group_660	,,group_660
group_663	,,group_663
group_662	,,group_662
group_665	,,group_665
group_664	,,group_664
group_667	,,group_667
group_666	PA14_59970,,group_666
group_58827	,,group_58827
group_49872	,,group_49872
group_69189	,,group_69189
bamE_2	,,bamE_2
group_43918	,,group_43918
ycgR_1	PA14_25420,,ycgR_1
ycgR_2	PA14_20700,,ycgR_2
group_71117	,,group_71117
group_71242	,,group_71242
group_43910	,,group_43910
group_43911	,,group_43911
group_43912	,,group_43912
group_43913	,,group_43913
group_43914	,,group_43914
group_35061	,,group_35061
group_43917	,,group_43917
curA_1	,,curA_1
curA_2	,,curA_2
nicF_2	,,nicF_2
group_67023	,,group_67023
group_68820	,,group_68820
group_4921	PA14_39110,,group_4921
group_4920	PA14_39070,,group_4920
group_4924	PA14_39240,,group_4924
group_4927	PA14_39440,,group_4927
group_4929	,,group_4929
panC_3	,,panC_3
panC_2	,,panC_2
panC_1	,,panC_1
group_53589	,,group_53589
group_5346	,,group_5346
group_53586	,,group_53586
group_5344	,,group_5344
group_5345	,,group_5345
group_5342	,,group_5342
group_5343	,,group_5343
group_5340	,,group_5340
group_53587	,,group_53587
group_53584	,,group_53584
group_5348	,,group_5348
group_5349	,,group_5349
group_54217	,,group_54217
group_54216	,,group_54216
group_4699	PA14_12840,,group_4699
marA_1	PA14_43580,,marA_1
group_54213	,,group_54213
group_54212	,,group_54212
group_54211	,,group_54211
group_54210	,,group_54210
group_4693	PA14_51500,,group_4693
group_53582	,,group_53582
group_62192	,,group_62192
group_4697	PA14_12690,,group_4697
group_4696	PA14_12670,,group_4696
group_4695	,,group_4695
group_4694	PA14_51510,,group_4694
group_68346	,,group_68346
group_68347	,,group_68347
group_68344	,,group_68344
group_68345	,,group_68345
group_58902	,,group_58902
group_68343	,,group_68343
group_68340	,,group_68340
group_68341	,,group_68341
ptsH_2	,,ptsH_2
group_68348	,,group_68348
ptsH_3	,,ptsH_3
group_70134	,,group_70134
group_28499	,,group_28499
group_28496	,,group_28496
rdmC_1	PA14_17910,lipG,rdmC_1
group_71121	,,group_71121
group_28495	,,group_28495
group_28492	,,group_28492
group_28490	,,group_28490
group_28491	,,group_28491
group_58901	,,group_58901
group_68242	,,group_68242
group_71116	,,group_71116
mucB_1	,,mucB_1
group_45422	,,group_45422
group_45423	,,group_45423
group_12536	,,group_12536
group_12537	,,group_12537
group_45426	,,group_45426
group_45427	,,group_45427
group_45424	,,group_45424
group_45425	,,group_45425
group_71122	,,group_71122
group_45428	,,group_45428
group_45429	,,group_45429
group_12538	,,group_12538
group_12539	,,group_12539
group_41512	,,group_41512
group_41513	,,group_41513
group_41510	,,group_41510
group_41511	,,group_41511
group_41516	,,group_41516
group_41517	,,group_41517
group_41514	,,group_41514
group_41515	,,group_41515
group_41518	,,group_41518
group_41519	,,group_41519
group_27776	,,group_27776
comR_1	PA14_26140,cifR,comR_1
comR_2	PA14_32500,,comR_2
group_27775	,,group_27775
comR_4	,,comR_4
group_27773	,,group_27773
group_27770	,,group_27770
group_27771	,,group_27771
group_67521	,,group_67521
group_27778	,,group_27778
group_68240	,,group_68240
group_40686	,,group_40686
group_23063	,,group_23063
group_50347	,,group_50347
group_54309	,,group_54309
group_23068	,,group_23068
group_23069	,,group_23069
topA_5	,,topA_5
topA_4	,,topA_4
topA_6	,,topA_6
topA_1	PA14_25110,topA,topA_1
topA_3	,,topA_3
topA_2	,,topA_2
group_58906	,,group_58906
group_24225	,,group_24225
group_64583	,,group_64583
group_24224	,,group_24224
group_24227	,,group_24227
group_33678	,,group_33678
group_33679	,,group_33679
group_33672	,,group_33672
group_33673	,,group_33673
group_33670	,,group_33670
group_33671	,,group_33671
group_33676	,,group_33676
group_33677	,,group_33677
group_33674	,,group_33674
group_33675	,,group_33675
group_54303	,,group_54303
group_24222	,,group_24222
group_7640	PA14_51080,,group_7640
group_7643	PA14_51200,,group_7643
group_7642	PA14_51160,,group_7642
group_39020	,,group_39020
group_13662	PA14_02630,mdcL,group_13662
group_13660	PA14_02520,,group_13660
