@test|NC_008463|6537648
@Strain	Refseq_Accession	Replicon	Locus_Tag	Feature_Type	Start	Stop	Strand	Gene_Name
test	NC_008463	Chromosome	PA14_36900	gene	3287496	3287711	-	
test	NC_008463	Chromosome	PA14_36910	gene	3287787	3290309	-	ligD
test	NC_008463	Chromosome	PA14_36920	gene	3290327	3290863	-	
test	NC_008463	Chromosome	PA14_36930	gene	3290965	3291489	+	
test	NC_008463	Chromosome	PA14_36940	gene	3291515	3291964	+	
test	NC_008463	Chromosome	PA14_36960	gene	3291942	3293306	-	
test	NC_008463	Chromosome	PA14_36980	gene	3293335	3293907	-	
test	NC_008463	Chromosome	PA14_36990	gene	3294000	3294857	-	
test	NC_008463	Chromosome	PA14_37000	gene	3294854	3295567	-	cupA5
test	NC_008463	Chromosome	PA14_37010	gene	3295557	3296918	-	cupA4
test	NC_008463	Chromosome	PA14_37030	gene	3296915	3299533	-	cupA3
test	NC_008463	Chromosome	PA14_37040	gene	3299517	3300263	-	cupA2
test	NC_008463	Chromosome	PA14_37060	gene	3300351	3300902	-	cupA1
test	NC_008463	Chromosome	PA14_37070	gene	3301756	3302982	+	
test	NC_008463	Chromosome	PA14_37080	gene	3303409	3304044	+	
test	NC_008463	Chromosome	PA14_37090	gene	3304080	3305528	-	gbsA
test	NC_008463	Chromosome	PA14_37100	gene	3305550	3307187	-	
test	NC_008463	Chromosome	PA14_37120	gene	3307292	3308224	-	
test	NC_008463	Chromosome	PA14_37130	gene	3308261	3309397	-	
test	NC_008463	Chromosome	PA14_37140	gene	3309523	3310428	+	
test	NC_008463	Chromosome	PA14_37150	gene	3310576	3311004	+	
test	NC_008463	Chromosome	PA14_37170	gene	3311021	3312133	+	
test	NC_008463	Chromosome	PA14_37190	gene	3312668	3313744	-	ada
test	NC_008463	Chromosome	PA14_37200	gene	3313936	3314919	+	
test	NC_008463	Chromosome	PA14_37210	gene	3314904	3315701	-	
test	NC_008463	Chromosome	PA14_37220	gene	3315808	3316761	-	
test	NC_008463	Chromosome	PA14_37250	gene	3317016	3318287	+	
test	NC_008463	Chromosome	PA14_37260	gene	3318312	3319541	+	opdO
test	NC_008463	Chromosome	PA14_37270	gene	3319574	3320317	+	
test	NC_008463	Chromosome	PA14_37290	gene	3320314	3321027	+	
test	NC_008463	Chromosome	PA14_37310	gene	3321024	3321965	+	
test	NC_008463	Chromosome	PA14_37320	gene	3322033	3322509	+	
test	NC_008463	Chromosome	PA14_37340	gene	3322528	3324300	-	
test	NC_008463	Chromosome	PA14_37350	gene	3324471	3324869	+	
test	NC_008463	Chromosome	PA14_37360	gene	3325268	3326026	-	
test	NC_008463	Chromosome	PA14_37370	gene	3326011	3326940	-	
test	NC_008463	Chromosome	PA14_37380	gene	3326951	3328426	-	
test	NC_008463	Chromosome	PA14_37400	gene	3328573	3329607	+	
test	NC_008463	Chromosome	PA14_37410	gene	3329756	3330601	+	
test	NC_008463	Chromosome	PA14_37420	gene	3330603	3331559	-	
test	NC_008463	Chromosome	PA14_37430	gene	3331556	3332065	-	
test	NC_008463	Chromosome	PA14_37440	gene	3332168	3333364	-	
test	NC_008463	Chromosome	PA14_37460	gene	3333351	3334634	-	
test	NC_008463	Chromosome	PA14_37470	gene	3334631	3335710	-	
test	NC_008463	Chromosome	PA14_37490	gene	3335723	3338374	-	
test	NC_008463	Chromosome	PA14_37510	gene	3338466	3339314	-	
test	NC_008463	Chromosome	PA14_37520	gene	3339298	3339954	-	
test	NC_008463	Chromosome	PA14_37530	gene	3339951	3340853	-	
test	NC_008463	Chromosome	PA14_37550	gene	3340864	3341373	-	
test	NC_008463	Chromosome	PA14_37560	gene	3341401	3343233	-	asnB
test	NC_008463	Chromosome	PA14_37570	gene	3343321	3344595	-	
test	NC_008463	Chromosome	PA14_37580	gene	3344797	3345273	-	lrp
test	NC_008463	Chromosome	PA14_37590	gene	3345406	3346047	+	kynB
test	NC_008463	Chromosome	PA14_37610	gene	3346051	3347301	+	
test	NC_008463	Chromosome	PA14_37630	gene	3347457	3348863	+	
test	NC_008463	Chromosome	PA14_37640	gene	3349149	3351023	+	
test	NC_008463	Chromosome	PA14_37650	gene	3351063	3352967	+	
test	NC_008463	Chromosome	PA14_37660	gene	3353004	3353906	-	
test	NC_008463	Chromosome	PA14_37670	gene	3354363	3354629	+	
test	NC_008463	Chromosome	PA14_37680	gene	3354806	3356473	+	
test	NC_008463	Chromosome	PA14_37690	gene	3356866	3359460	-	
test	NC_008463	Chromosome	PA14_37710	gene	3359632	3361740	-	fusA2
test	NC_008463	Chromosome	PA14_37730	gene	3362016	3364658	+	
test	NC_008463	Chromosome	PA14_37745	gene	3364838	3366562	+	
test	NC_008463	Chromosome	PA14_37760	gene	3366606	3367769	+	
test	NC_008463	Chromosome	PA14_37770	gene	3367771	3368439	+	
test	NC_008463	Chromosome	PA14_37780	gene	3368436	3369074	+	
test	NC_008463	Chromosome	PA14_37790	gene	3369223	3371043	+	pcoA
test	NC_008463	Chromosome	PA14_37810	gene	3371040	3372095	+	pcoB
test	NC_008463	Chromosome	PA14_37820	gene	3372115	3373338	-	
test	NC_008463	Chromosome	PA14_37830	gene	3373541	3374722	-	iscS
test	NC_008463	Chromosome	PA14_37840	gene	3374868	3376478	-	
test	NC_008463	Chromosome	PA14_37850	gene	3376480	3377496	-	yejE
test	NC_008463	Chromosome	PA14_37870	gene	3377498	3378571	-	
test	NC_008463	Chromosome	PA14_37880	gene	3378573	3380381	-	
test	NC_008463	Chromosome	PA14_37900	gene	3380385	3382925	-	
test	NC_008463	Chromosome	PA14_37910	gene	3383604	3384506	-	
test	NC_008463	Chromosome	PA14_37915	gene	3384617	3386032	+	
test	NC_008463	Chromosome	PA14_37940	gene	3386039	3386926	-	cynR
test	NC_008463	Chromosome	PA14_37950	gene	3387041	3387703	+	cynT
test	NC_008463	Chromosome	PA14_37965	gene	3387743	3388213	+	cynS
test	NC_008463	Chromosome	PA14_37980	gene	3388251	3389204	-	
test	NC_008463	Chromosome	PA14_37990	gene	3389201	3389707	-	
test	NC_008463	Chromosome	PA14_38000	gene	3390035	3390499	+	
test	NC_008463	Chromosome	PA14_38010	gene	3390598	3392031	+	
test	NC_008463	Chromosome	PA14_38020	gene	3392089	3392496	-	
test	NC_008463	Chromosome	PA14_38040	gene	3392910	3393899	+	
test	NC_008463	Chromosome	PA14_38050	gene	3394935	3395342	+	
test	NC_008463	Chromosome	PA14_38060	gene	3395401	3395661	+	
test	NC_008463	Chromosome	PA14_38080	gene	3395836	3397710	+	
test	NC_008463	Chromosome	PA14_38090	gene	3397868	3398770	-	
test	NC_008463	Chromosome	PA14_38110	gene	3398891	3400120	-	ygjU
test	NC_008463	Chromosome	PA14_38130	gene	3400608	3401978	-	ycjJ
test	NC_008463	Chromosome	PA14_38140	gene	3402135	3403511	-	
test	NC_008463	Chromosome	PA14_38160	gene	3404017	3404775	+	azlC
test	NC_008463	Chromosome	PA14_38170	gene	3404760	3405074	+	
test	NC_008463	Chromosome	PA14_38180	gene	3405199	3406659	-	
test	NC_008463	Chromosome	PA14_38190	gene	3406799	3407320	-	
test	NC_008463	Chromosome	PA14_38200	gene	3408055	3409713	+	ilvG
test	NC_008463	Chromosome	PA14_38210	gene	3409721	3410395	-	
test	NC_008463	Chromosome	PA14_38220	gene	3410395	3411303	-	
test	NC_008463	Chromosome	PA14_38250	gene	3411438	3412862	-	yjiR
test	NC_008463	Chromosome	PA14_38260	gene	3413042	3413296	+	
test	NC_008463	Chromosome	PA14_38270	gene	3413293	3413550	+	
test	NC_008463	Chromosome	PA14_38290	gene	3413625	3413924	-	
test	NC_008463	Chromosome	PA14_38300	gene	3413948	3414421	-	grp
test	NC_008463	Chromosome	PA14_38310	gene	3414554	3414946	+	
test	NC_008463	Chromosome	PA14_38320	gene	3415099	3416100	+	yfeH
test	NC_008463	Chromosome	PA14_38330	gene	3416155	3417510	-	gor
test	NC_008463	Chromosome	PA14_38340	gene	3417655	3418077	+	
test	NC_008463	Chromosome	PA14_38350	gene	3418259	3419098	-	galU
test	NC_008463	Chromosome	PA14_38360	gene	3419146	3420507	-	ugd
test	NC_008463	Chromosome	PA14_38370	gene	3420659	3420883	+	
test	NC_008463	Chromosome	PA14_38380	gene	3420889	3421521	-	amrR
test	NC_008463	Chromosome	PA14_38395	gene	3421686	3422876	+	
test	NC_008463	Chromosome	PA14_38410	gene	3422892	3426029	+	amrB
test	NC_008463	Chromosome	PA14_38420	gene	3426271	3427200	-	
test	NC_008463	Chromosome	PA14_38430	gene	3427393	3427797	+	gnyR
test	NC_008463	Chromosome	PA14_38440	gene	3427846	3429009	+	gnyD
test	NC_008463	Chromosome	PA14_38460	gene	3429132	3430739	+	gnyB
test	NC_008463	Chromosome	PA14_38470	gene	3430753	3431550	+	gnyH
test	NC_008463	Chromosome	PA14_38480	gene	3431547	3433514	+	gnyA
test	NC_008463	Chromosome	PA14_38490	gene	3433535	3434437	+	gnyL
test	NC_008463	Chromosome	PA14_38500	gene	3434505	3435308	-	
test	NC_008463	Chromosome	PA14_38510	gene	3435469	3436767	+	hmgA
test	NC_008463	Chromosome	PA14_38530	gene	3436772	3438070	+	fahA
test	NC_008463	Chromosome	PA14_38550	gene	3438067	3438705	+	maiA
test	NC_008463	Chromosome	PA14_38560	gene	3438790	3440142	+	pcaK
test	NC_008463	Chromosome	PA14_38570	gene	3440271	3441641	+	
test	NC_008463	Chromosome	PA14_38580	gene	3441918	3443309	+	
test	NC_008463	Chromosome	PA14_38590	gene	3443343	3444113	+	bdhA
test	NC_008463	Chromosome	PA14_38610	gene	3444304	3445728	-	
test	NC_008463	Chromosome	PA14_38630	gene	3445941	3447122	-	atoB
test	NC_008463	Chromosome	PA14_38640	gene	3447272	3447928	-	scoB
test	NC_008463	Chromosome	PA14_38660	gene	3447963	3448661	-	scoA
test	NC_008463	Chromosome	PA14_38680	gene	3448793	3449713	+	
test	NC_008463	Chromosome	PA14_38690	gene	3449781	3451736	+	acsA
test	NC_008463	Chromosome	PA14_38700	gene	3451794	3452072	+	ppiC1
test	NC_008463	Chromosome	PA14_38710	gene	3452091	3452447	+	
test	NC_008463	Chromosome	PA14_38720	gene	3452444	3453007	+	
test	NC_008463	Chromosome	PA14_38730	gene	3453132	3454340	+	yhhS
test	NC_008463	Chromosome	PA14_38740	gene	3454285	3456069	-	
test	NC_008463	Chromosome	PA14_38750	gene	3456053	3457216	-	
test	NC_008463	Chromosome	PA14_38770	gene	3457302	3459128	-	
test	NC_008463	Chromosome	PA14_38780	gene	3459133	3460278	-	pqqE
test	NC_008463	Chromosome	PA14_38790	gene	3460250	3460528	-	pqqD
test	NC_008463	Chromosome	PA14_38800	gene	3460525	3461277	-	pqqC
test	NC_008463	Chromosome	PA14_38820	gene	3461287	3462201	-	pqqB
test	NC_008463	Chromosome	PA14_38825	gene	3462254	3462325	-	pqqA
test	NC_008463	Chromosome	PA14_38840	gene	3462683	3464203	-	exaC
test	NC_008463	Chromosome	PA14_38850	gene	3464290	3464727	-	exaB
test	NC_008463	Chromosome	PA14_38860	gene	3465040	3466911	+	exaA
test	NC_008463	Chromosome	PA14_38880	gene	3466965	3467612	+	
test	NC_008463	Chromosome	PA14_38900	gene	3467639	3468316	-	exaE
test	NC_008463	Chromosome	PA14_38910	gene	3468329	3468979	-	exaD
test	NC_008463	Chromosome	PA14_38920	gene	3468988	3469164	-	
test	NC_008463	Chromosome	PA14_38930	gene	3469644	3470309	+	glpR
test	NC_008463	Chromosome	PA14_38950	gene	3470319	3471182	+	
test	NC_008463	Chromosome	PA14_38970	gene	3471184	3473829	-	
test	NC_008463	Chromosome	PA14_38990	gene	3473759	3474922	-	
test	NC_008463	Chromosome	PA14_39000	gene	3475025	3476224	-	
test	NC_008463	Chromosome	PA14_39010	gene	3476491	3478818	-	pqqF
test	NC_008463	Chromosome	PA14_39020	gene	3478895	3480598	-	
test	NC_008463	Chromosome	PA14_39050	gene	3481126	3482439	+	braZ
test	NC_008463	Chromosome	PA14_39060	gene	3482675	3482914	+	
test	NC_008463	Chromosome	PA14_39070	gene	3482981	3483373	-	
test	NC_008463	Chromosome	PA14_39080	gene	3483420	3483653	-	
test	NC_008463	Chromosome	PA14_39090	gene	3483838	3484338	+	
test	NC_008463	Chromosome	PA14_39100	gene	3484359	3484730	-	
test	NC_008463	Chromosome	PA14_39110	gene	3485025	3485360	-	
test	NC_008463	Chromosome	PA14_39130	gene	3485688	3487253	+	ybiT
test	NC_008463	Chromosome	PA14_39140	gene	3487340	3487606	-	
test	NC_008463	Chromosome	PA14_39150	gene	3487713	3488321	-	acpD
test	NC_008463	Chromosome	PA14_39160	gene	3488469	3489404	+	
test	NC_008463	Chromosome	PA14_39180	gene	3489415	3489849	-	
test	NC_008463	Chromosome	PA14_39190	gene	3490204	3491037	-	bacA
test	NC_008463	Chromosome	PA14_39200	gene	3491319	3491894	+	
test	NC_008463	Chromosome	PA14_39210	gene	3491891	3492418	+	nadR
test	NC_008463	Chromosome	PA14_39220	gene	3492721	3493212	+	
test	NC_008463	Chromosome	PA14_39230	gene	3493209	3493778	+	
test	NC_008463	Chromosome	PA14_39240	gene	3493835	3494857	+	
test	NC_008463	Chromosome	PA14_39250	gene	3494919	3495599	+	
test	NC_008463	Chromosome	PA14_39260	gene	3495613	3496365	+	
test	NC_008463	Chromosome	PA14_39270	gene	3496426	3497691	+	
test	NC_008463	Chromosome	PA14_39280	gene	3497825	3498751	-	rbsK
test	NC_008463	Chromosome	PA14_39300	gene	3498805	3499818	-	rbsR
test	NC_008463	Chromosome	PA14_39320	gene	3499822	3500820	-	rbsC
test	NC_008463	Chromosome	PA14_39330	gene	3500844	3502376	-	rbsA
test	NC_008463	Chromosome	PA14_39350	gene	3502398	3503357	-	rbsB
test	NC_008463	Chromosome	PA14_39360	gene	3503576	3504904	-	
test	NC_008463	Chromosome	PA14_39390	gene	3505040	3506527	-	
test	NC_008463	Chromosome	PA14_39410	gene	3506718	3507815	+	
test	NC_008463	Chromosome	PA14_39420	gene	3507877	3508107	+	
test	NC_008463	Chromosome	PA14_39440	gene	3508418	3510313	+	
test	NC_008463	Chromosome	PA14_39460	gene	3510492	3511631	+	
test	NC_008463	Chromosome	PA14_39470	gene	3512076	3512852	+	
test	NC_008463	Chromosome	PA14_39480	gene	3513093	3515246	+	
test	NC_008463	Chromosome	PA14_39500	gene	3516130	3516510	-	
test	NC_008463	Chromosome	PA14_39520	gene	3517005	3519209	-	
test	NC_008463	Chromosome	PA14_39530	gene	3519206	3520195	-	
test	NC_008463	Chromosome	PA14_39540	gene	3520192	3520704	-	
test	NC_008463	Chromosome	PA14_39560	gene	3520874	3522169	-	
test	NC_008463	Chromosome	PA14_39570	gene	3522478	3522774	+	
test	NC_008463	Chromosome	PA14_39580	gene	3522821	3523390	+	rimJ
test	NC_008463	Chromosome	PA14_39590	gene	3523452	3525752	-	metE
test	NC_008463	Chromosome	PA14_39610	gene	3525885	3527735	-	
test	NC_008463	Chromosome	PA14_39620	gene	3528236	3528562	-	
test	NC_008463	Chromosome	PA14_39630	gene	3528562	3529038	-	
test	NC_008463	Chromosome	PA14_39640	gene	3529035	3532880	-	cobN
test	NC_008463	Chromosome	PA14_39650	gene	3532880	3534841	-	cirA
test	NC_008463	Chromosome	PA14_39660	gene	3535009	3535818	+	
test	NC_008463	Chromosome	PA14_39670	gene	3535826	3535948	-	
test	NC_008463	Chromosome	PA14_39690	gene	3535976	3538003	+	nrdD
test	NC_008463	Chromosome	PA14_39700	gene	3538047	3538193	+	
test	NC_008463	Chromosome	PA14_39710	gene	3538190	3538888	+	nrdG
test	NC_008463	Chromosome	PA14_39720	gene	3539082	3540482	+	
test	NC_008463	Chromosome	PA14_39730	gene	3540495	3540842	+	
test	NC_008463	Chromosome	PA14_39750	gene	3540887	3542119	+	
test	NC_008463	Chromosome	PA14_39770	gene	3542183	3543730	+	
test	NC_008463	Chromosome	PA14_39780	gene	3544298	3545524	+	hvn
test	NC_008463	Chromosome	PA14_39790	gene	3545631	3546311	+	
test	NC_008463	Chromosome	PA14_39800	gene	3546403	3546909	+	
test	NC_008463	Chromosome	PA14_39810	gene	3546906	3547856	+	
test	NC_008463	Chromosome	PA14_39820	gene	3548064	3550478	+	ufrA
test	NC_008463	Chromosome	PA14_39830	gene	3550519	3551670	+	
test	NC_008463	Chromosome	PA14_39850	gene	3551857	3553068	+	
test	NC_008463	Chromosome	PA14_39860	gene	3553065	3554705	+	
test	NC_008463	Chromosome	PA14_39870	gene	3554748	3555284	+	apaH
test	NC_008463	Chromosome	PA14_39880	gene	3555459	3556106	-	phzG2
test	NC_008463	Chromosome	PA14_39890	gene	3556129	3556965	-	phzF2
test	NC_008463	Chromosome	PA14_39910	gene	3556979	3558862	-	phzE2
test	NC_008463	Chromosome	PA14_39925	gene	3558859	3559482	-	phzD2
test	NC_008463	Chromosome	PA14_39945	gene	3559479	3560696	-	phzC2
test	NC_008463	Chromosome	PA14_39960	gene	3560720	3561208	-	phzB2
test	NC_008463	Chromosome	PA14_39970	gene	3561244	3561732	-	phzA2
test	NC_008463	Chromosome	PA14_39980	gene	3562214	3562927	-	qscR
test	NC_008463	Chromosome	PA14_39990	gene	3563689	3564456	+	
test	NC_008463	Chromosome	PA14_40010	gene	3564462	3565631	+	
test	NC_008463	Chromosome	PA14_40020	gene	3565650	3566924	+	
test	NC_008463	Chromosome	PA14_40030	gene	3566872	3567564	+	
test	NC_008463	Chromosome	PA14_40040	gene	3567590	3570019	+	
test	NC_008463	Chromosome	PA14_40050	gene	3570016	3570753	+	
test	NC_008463	Chromosome	PA14_40060	gene	3570750	3571139	+	
test	NC_008463	Chromosome	PA14_40070	gene	3571228	3571851	+	
test	NC_008463	Chromosome	PA14_40080	gene	3571865	3572848	-	
test	NC_008463	Chromosome	PA14_40100	gene	3573078	3574487	+	
test	NC_008463	Chromosome	PA14_40110	gene	3574471	3575139	+	
test	NC_008463	Chromosome	PA14_40120	gene	3575143	3577506	-	polB
test	NC_008463	Chromosome	PA14_40130	gene	3577575	3578108	-	
test	NC_008463	Chromosome	PA14_40150	gene	3578194	3578745	+	
test	NC_008463	Chromosome	PA14_40160	gene	3578742	3579140	-	nuoA
test	NC_008463	Chromosome	PA14_40170	gene	3579153	3579476	-	sugE
test	NC_008463	Chromosome	PA14_40180	gene	3579807	3580268	+	
test	NC_008463	Chromosome	PA14_40200	gene	3580273	3582468	+	
test	NC_008463	Chromosome	PA14_40210	gene	3582626	3583180	+	
test	NC_008463	Chromosome	PA14_40220	gene	3583268	3583846	+	
test	NC_008463	Chromosome	PA14_40230	gene	3583955	3585142	-	
test	NC_008463	Chromosome	PA14_40240	gene	3585132	3587303	-	
test	NC_008463	Chromosome	PA14_40250	gene	3587293	3588570	-	opmL
test	NC_008463	Chromosome	PA14_40260	gene	3588570	3595940	-	
test	NC_008463	Chromosome	PA14_40270	gene	3597214	3598236	+	
test	NC_008463	Chromosome	PA14_40280	gene	3598297	3599088	+	
test	NC_008463	Chromosome	PA14_40290	gene	3599215	3600471	-	lasA
test	NC_008463	Chromosome	PA14_40300	gene	3600755	3601180	-	
test	NC_008463	Chromosome	PA14_40310	gene	3601464	3601703	-	
test	NC_008463	Chromosome	PA14_40320	gene	3601871	3604201	-	xqhA
test	NC_008463	Chromosome	PA14_40330	gene	3604188	3604715	-	
test	NC_008463	Chromosome	PA14_40340	gene	3604857	3605066	-	
test	NC_008463	Chromosome	PA14_40350	gene	3605156	3607432	-	
test	NC_008463	Chromosome	PA14_40370	gene	3607425	3609101	-	
test	NC_008463	Chromosome	PA14_40380	gene	3609235	3609885	+	
test	NC_008463	Chromosome	PA14_40390	gene	3610001	3610756	+	modA
test	NC_008463	Chromosome	PA14_40410	gene	3610769	3611455	+	modB
test	NC_008463	Chromosome	PA14_40420	gene	3611457	3612542	+	modC
test	NC_008463	Chromosome	PA14_40430	gene	3612564	3613391	-	
test	NC_008463	Chromosome	PA14_40440	gene	3613477	3614364	+	
test	NC_008463	Chromosome	PA14_40450	gene	3614373	3615194	+	str
test	NC_008463	Chromosome	PA14_40470	gene	3615195	3616649	-	
test	NC_008463	Chromosome	PA14_40490	gene	3616827	3617750	+	yedI
test	NC_008463	Chromosome	PA14_40510	gene	3618097	3619539	+	ccoN-2
test	NC_008463	Chromosome	PA14_40520	gene	3619542	3619763	+	
test	NC_008463	Chromosome	PA14_40540	gene	3619855	3621012	+	
test	NC_008463	Chromosome	PA14_40550	gene	3621000	3621863	-	
test	NC_008463	Chromosome	PA14_40560	gene	3622148	3622423	+	
test	NC_008463	Chromosome	PA14_40570	gene	3622472	3623677	-	
test	NC_008463	Chromosome	PA14_40600	gene	3623926	3624930	+	
test	NC_008463	Chromosome	PA14_40610	gene	3624953	3625195	+	
test	NC_008463	Chromosome	PA14_40620	gene	3625200	3626369	+	
test	NC_008463	Chromosome	PA14_40630	gene	3626428	3627012	-	yhgI
test	NC_008463	Chromosome	PA14_40640	gene	3627135	3629423	-	cti
test	NC_008463	Chromosome	PA14_40650	gene	3629785	3630303	+	
test	NC_008463	Chromosome	PA14_40660	gene	3630345	3630809	+	
test	NC_008463	Chromosome	PA14_40670	gene	3631084	3634788	+	metH
test	NC_008463	Chromosome	PA14_40690	gene	3634803	3635165	+	
test	NC_008463	Chromosome	PA14_40700	gene	3635217	3635714	-	
test	NC_008463	Chromosome	PA14_40710	gene	3635728	3636090	-	
test	NC_008463	Chromosome	PA14_40730	gene	3636128	3637168	+	
test	NC_008463	Chromosome	PA1838-PA1839	gene	3637168	3637869	-	
test	NC_008463	Chromosome	PA14_40740	gene	3637233	3637460	+	
test	NC_008463	Chromosome	PA14_40750	gene	3637485	3637640	-	
test	NC_008463	Chromosome	PA14_40770	gene	3637871	3639529	+	cysI
test	NC_008463	Chromosome	PA14_40780	gene	3639513	3640010	+	
test	NC_008463	Chromosome	PA14_40790	gene	3640075	3640656	-	
test	NC_008463	Chromosome	PA14_40800	gene	3640779	3641216	+	
test	NC_008463	Chromosome	PA14_40820	gene	3641311	3642186	+	
test	NC_008463	Chromosome	PA14_40830	gene	3642173	3643165	-	yhfP
test	NC_008463	Chromosome	PA14_40840	gene	3643224	3644249	-	sohB
test	NC_008463	Chromosome	PA14_40850	gene	3644484	3645194	+	gpmA
test	NC_008463	Chromosome	PA14_40860	gene	3645255	3645569	+	
test	NC_008463	Chromosome	PA14_40880	gene	3645827	3646897	+	
test	NC_008463	Chromosome	PA14_40890	gene	3646922	3647689	+	
test	NC_008463	Chromosome	PA14_40900	gene	3647850	3648611	-	
test	NC_008463	Chromosome	PA14_40910	gene	3648743	3649648	+	
test	NC_008463	Chromosome	PA14_40930	gene	3649645	3650289	-	
test	NC_008463	Chromosome	PA14_40940	gene	3650390	3651169	+	
test	NC_008463	Chromosome	PA14_40950	gene	3651137	3651973	-	nudC
test	NC_008463	Chromosome	PA14_40960	gene	3651973	3653661	-	fimL
test	NC_008463	Chromosome	PA14_40980	gene	3653701	3654513	-	
test	NC_008463	Chromosome	PA14_41000	gene	3654737	3656239	+	nhaB
test	NC_008463	Chromosome	PA14_41010	gene	3656223	3657578	-	
test	NC_008463	Chromosome	PA14_41020	gene	3657602	3659857	-	adi
test	NC_008463	Chromosome	PA14_41030	gene	3660051	3660440	+	
test	NC_008463	Chromosome	PA14_41050	gene	3660468	3661208	-	dnaQ
test	NC_008463	Chromosome	PA14_41060	gene	3661273	3661719	-	rnhA
test	NC_008463	Chromosome	PA14_41070	gene	3661722	3662483	-	
test	NC_008463	Chromosome	PA14_41080	gene	3662879	3663361	+	
test	NC_008463	Chromosome	PA14_41090	gene	3663439	3665043	+	mltD
test	NC_008463	Chromosome	PA14_41110	gene	3665234	3667063	+	
test	NC_008463	Chromosome	PA14_41130	gene	3667060	3668907	+	
test	NC_008463	Chromosome	PA14_41140	gene	3668914	3669996	+	
test	NC_008463	Chromosome	PA14_41150	gene	3670001	3671020	+	
test	NC_008463	Chromosome	PA14_41160	gene	3671022	3672632	+	
test	NC_008463	Chromosome	PA14_41170	gene	3672654	3673451	+	fabI
test	NC_008463	Chromosome	PA14_41190	gene	3673549	3675414	-	ppiD
test	NC_008463	Chromosome	PA14_41200	gene	3675521	3675594	-	
test	NC_008463	Chromosome	PA14_41210	gene	3675646	3675918	-	hupB
test	NC_008463	Chromosome	PA14_41220	gene	3676054	3678450	-	lon
test	NC_008463	Chromosome	PA14_41230	gene	3678582	3679862	-	clpX
test	NC_008463	Chromosome	PA14_41240	gene	3679967	3680608	-	clpP
test	NC_008463	Chromosome	PA14_41250	gene	3680702	3682012	-	tig
test	NC_008463	Chromosome	PA14_41260	gene	3682244	3682951	+	
test	NC_008463	Chromosome	PA14_41270	gene	3682952	3684238	+	
test	NC_008463	Chromosome	PA14_41280	gene	3684343	3686175	+	
test	NC_008463	Chromosome	PA14_41290	gene	3686172	3686288	+	
test	NC_008463	Chromosome	PA14_41300	gene	3686462	3686683	-	
test	NC_008463	Chromosome	PA1796.2	gene	3686871	3686946	-	
test	NC_008463	Chromosome	PA14_41320	gene	3687017	3687098	-	
test	NC_008463	Chromosome	PA14_41330	gene	3687156	3687228	-	
test	NC_008463	Chromosome	PA14_41340	gene	3687283	3687356	-	
test	NC_008463	Chromosome	PA14_41350	gene	3687635	3688489	+	folD
test	NC_008463	Chromosome	PA14_41360	gene	3688547	3689929	-	cysS
test	NC_008463	Chromosome	PA14_41380	gene	3689939	3691609	-	glnS
test	NC_008463	Chromosome	PA14_41390	gene	3691732	3692229	+	ppiB
test	NC_008463	Chromosome	PA14_41400	gene	3692234	3692956	+	
test	NC_008463	Chromosome	PA14_41420	gene	3693088	3694419	+	
test	NC_008463	Chromosome	PA14_41430	gene	3694468	3695091	-	miaE
test	NC_008463	Chromosome	PA14_41440	gene	3695262	3696125	+	uspA
test	NC_008463	Chromosome	PA14_41450	gene	3696181	3696648	-	
test	NC_008463	Chromosome	PA14_41470	gene	3697030	3699639	+	acnB
test	NC_008463	Chromosome	PA14_41480	gene	3699817	3701025	+	nasS
test	NC_008463	Chromosome	PA14_41490	gene	3701042	3701620	+	nasT
test	NC_008463	Chromosome	PA14_41500	gene	3701850	3702545	+	
test	NC_008463	Chromosome	PA14_41510	gene	3702898	3704109	+	nasA
test	NC_008463	Chromosome	PA14_41520	gene	3704178	3705779	+	ppkB
test	NC_008463	Chromosome	PA1781.1	gene	3705786	3706006	+	
test	NC_008463	Chromosome	PA14_41530	gene	3706047	3708497	+	nirB
test	NC_008463	Chromosome	PA14_41540	gene	3708550	3708876	+	nirD
test	NC_008463	Chromosome	PA14_41560	gene	3708903	3711629	+	nasA
test	NC_008463	Chromosome	PA14_41563	gene	3711641	3712378	+	cobA
test	NC_008463	Chromosome	PA14_41570	gene	3712447	3713499	-	oprF
test	NC_008463	Chromosome	PA14_41575	gene	3713608	3714198	-	sigX
test	NC_008463	Chromosome	PA14_41590	gene	3714270	3715094	-	cmpX
test	NC_008463	Chromosome	PA14_41610	gene	3715097	3715351	-	crfX
test	NC_008463	Chromosome	PA14_41630	gene	3715400	3716398	-	cmaX
test	NC_008463	Chromosome	PA14_41640	gene	3716586	3717074	-	menG
test	NC_008463	Chromosome	PA14_41650	gene	3717181	3718191	-	estX
test	NC_008463	Chromosome	PA14_41670	gene	3718261	3720636	-	ppsA
test	NC_008463	Chromosome	PA14_41680	gene	3720802	3721626	+	ydiA
test	NC_008463	Chromosome	PA14_41690	gene	3721917	3722456	+	
test	NC_008463	Chromosome	PA14_41710	gene	3722462	3723988	+	
test	NC_008463	Chromosome	PA14_41730	gene	3723992	3724975	+	
test	NC_008463	Chromosome	PA14_41740	gene	3725032	3726219	-	
test	NC_008463	Chromosome	PA14_41750	gene	3726233	3727831	-	
test	NC_008463	Chromosome	PA14_41760	gene	3727851	3728876	-	
