@Pseudomonas_aeruginosa_PA14|NC_008463|6537649
@Strain	Refseq_Accession	Replicon	Locus_Tag	Feature_Type	Start	Stop	Strand	Gene_Name	Product_Name
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_38690	CDS	3449781	3451736	+	acsA	acetoacetyl-CoA_synthetase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_38700	CDS	3451794	3452072	+	ppiC1	peptidyl-prolyl_cis-trans_isomerase_C1
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_38710	CDS	3452091	3452447	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_38720	CDS	3452444	3453007	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_38730	CDS	3453132	3454340	+	yhhS	major_facilitator_superfamily_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_38740	CDS	3454285	3456069	-		putative_two-component_sensor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_38750	CDS	3456053	3457216	-		putative_iron-containing_alcohol_dehydrogenase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_38770	CDS	3457302	3459128	-		putative_peptidase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_38780	CDS	3459133	3460278	-	pqqE	pyrroloquinoline_quinone_biosynthesis_protein_PqqE
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_38790	CDS	3460250	3460528	-	pqqD	pyrroloquinoline_quinone_biosynthesis_protein_PqqD
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_38800	CDS	3460525	3461277	-	pqqC	pyrroloquinoline_quinone_biosynthesis_protein_PqqC
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_38820	CDS	3461287	3462201	-	pqqB	pyrroloquinoline_quinone_biosynthesis_protein_PqqB
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_38825	CDS	3462254	3462325	-	pqqA	coenzyme_PQQ_synthesis_protein_PqqA
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_38840	CDS	3462683	3464203	-	exaC	NAD+_dependent_acetaldehyde_dehydrogenase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_38850	CDS	3464290	3464727	-	exaB	cytochrome_c550
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_38860	CDS	3465040	3466911	+	exaA	quinoprotein_alcohol_dehydrogenase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_38880	CDS	3466965	3467612	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_38900	CDS	3467639	3468316	-	exaE	putative_two-component_response_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_38910	CDS	3468329	3468979	-	exaD	putative_sensor_kinase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_38920	CDS	3468988	3469164	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_38930	CDS	3469644	3470309	+	glpR	putative_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_38950	CDS	3470319	3471182	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_38970	CDS	3471184	3473829	-		putative_two-component_sensor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_38990	CDS	3473759	3474922	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39000	CDS	3475025	3476224	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39010	CDS	3476491	3478818	-	pqqF	pyrroloquinoline_quinone_biosynthesis_protein_F
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39020	CDS	3478895	3480598	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39050	CDS	3481126	3482439	+	braZ	branched-chain_amino_acid_transport_carrier
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39060	CDS	3482675	3482914	+		putative_lipoprotein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39070	CDS	3482981	3483373	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39080	CDS	3483420	3483653	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39090	CDS	3483838	3484338	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39100	CDS	3484359	3484730	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39110	CDS	3485025	3485360	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39130	CDS	3485688	3487253	+	ybiT	putative_ATP-binding_component_of_ABC_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39140	CDS	3487340	3487606	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39150	CDS	3487713	3488321	-	acpD	azoreductase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39160	CDS	3488469	3489404	+		LysR_family_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39180	CDS	3489415	3489849	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39190	CDS	3490204	3491037	-	bacA	undecaprenyl_pyrophosphate_phosphatase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39200	CDS	3491319	3491894	+		putative_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39210	CDS	3491891	3492418	+	nadR	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39220	CDS	3492721	3493212	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39230	CDS	3493209	3493778	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39240	CDS	3493835	3494857	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39250	CDS	3494919	3495599	+		putative_double-glycine_peptidase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39260	CDS	3495613	3496365	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39270	CDS	3496426	3497691	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39280	CDS	3497825	3498751	-	rbsK	ribokinase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39300	CDS	3498805	3499818	-	rbsR	ribose_operon_repressor_RbsR
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39320	CDS	3499822	3500820	-	rbsC	membrane_protein_component_of_ABC_ribose_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39330	CDS	3500844	3502376	-	rbsA	ribose_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39350	CDS	3502398	3503357	-	rbsB	binding_protein_component_precursor_of_ABC_ribose_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39360	CDS	3503576	3504904	-		putative_sigma-54_dependent_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39390	CDS	3505040	3506527	-		ribosomal_protein_S6_modification_enzyme
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39410	CDS	3506718	3507815	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39420	CDS	3507877	3508107	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39440	CDS	3508418	3510313	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39460	CDS	3510492	3511631	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39470	CDS	3512076	3512852	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39480	CDS	3513093	3515246	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39500	CDS	3516130	3516510	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39520	CDS	3517005	3519209	-		putative_hydroxylase_large_subunit
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39530	CDS	3519206	3520195	-		putative_hydroxylase_molybdopterin-containing_subunit
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39540	CDS	3520192	3520704	-		putative_ferredoxin
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39560	CDS	3520874	3522169	-		putative_chemotaxis_transducer
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39570	CDS	3522478	3522774	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39580	CDS	3522821	3523390	+	rimJ	ribosomal_protein_alanine_acetyltransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39590	CDS	3523452	3525752	-	metE	5-methyltetrahydropteroyltriglutamate--_homocysteine_S-methyltransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39610	CDS	3525885	3527735	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39620	CDS	3528236	3528562	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39630	CDS	3528562	3529038	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39640	CDS	3529035	3532880	-	cobN	cobaltochelatase_subunit_CobN
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39650	CDS	3532880	3534841	-	cirA	putative_TonB-dependent_receptor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39660	CDS	3535009	3535818	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39670	CDS	3535826	3535948	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39690	CDS	3535976	3538003	+	nrdD	anaerobic_ribonucleoside_triphosphate_reductase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39700	CDS	3538047	3538193	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39710	CDS	3538190	3538888	+	nrdG	putative_radical-activating_enzyme
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39720	CDS	3539082	3540482	+		putative_amino_acid_oxidase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39730	CDS	3540495	3540842	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39750	CDS	3540887	3542119	+		putative_amino_acid_permease
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39770	CDS	3542183	3543730	+		putative_regulatory_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39780	CDS	3544298	3545524	+	hvn	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39790	CDS	3545631	3546311	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39800	CDS	3546403	3546909	+		ECF_subfamily_RNA_polymerase_sigma-70_factor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39810	CDS	3546906	3547856	+		putative_transmembrane_sensor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39820	CDS	3548064	3550478	+	ufrA	putative_tonB-dependent_receptor_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39830	CDS	3550519	3551670	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39850	CDS	3551857	3553068	+		putative_MFS_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39860	CDS	3553065	3554705	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39870	CDS	3554748	3555284	+	apaH	putative_hydrolase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39880	CDS	3555459	3556106	-	phzG2	pyridoxamine_5'-phosphate_oxidase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39890	CDS	3556129	3556965	-	phzF2	phenazine_biosynthesis_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39910	CDS	3556979	3558862	-	phzE2	phenazine_biosynthesis_protein_PhzE
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39925	CDS	3558859	3559482	-	phzD2	phenazine_biosynthesis_protein_PhzD
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39945	CDS	3559479	3560696	-	phzC2	phenazine_biosynthesis_protein_PhzC
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39960	CDS	3560720	3561208	-	phzB2	phenazine_biosynthesis_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39970	CDS	3561244	3561732	-	phzA2	phenazine_biosynthesis_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39980	CDS	3562214	3562927	-	qscR	putative_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_39990	CDS	3563689	3564456	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40010	CDS	3564462	3565631	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40020	CDS	3565650	3566924	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40030	CDS	3566872	3567564	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40040	CDS	3567590	3570019	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40050	CDS	3570016	3570753	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40060	CDS	3570750	3571139	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40070	CDS	3571228	3571851	+		putative_glutathione_S-transferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40080	CDS	3571865	3572848	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40100	CDS	3573078	3574487	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40110	CDS	3574471	3575139	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40120	CDS	3575143	3577506	-	polB	DNA_polymerase_II
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40130	CDS	3577575	3578108	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40150	CDS	3578194	3578745	+		putative_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40160	CDS	3578742	3579140	-	nuoA	putative_NADH-ubiquinone/plastoquinone_oxidoreductase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40170	CDS	3579153	3579476	-	sugE	putative_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40180	CDS	3579807	3580268	+		putative_oxidoreductase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40200	CDS	3580273	3582468	+		putative_oxidoreductase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40210	CDS	3582626	3583180	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40220	CDS	3583268	3583846	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40230	CDS	3583955	3585142	-		putative_secretion_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40240	CDS	3585132	3587303	-		putative_ATP-binding/permease_fusion_ABC_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40250	CDS	3587293	3588570	-	opmL	putative_outer_membrane_protein_precursor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40260	CDS	3588570	3595940	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40270	CDS	3597214	3598236	+		putative_cation_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40280	CDS	3598297	3599088	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40290	CDS	3599215	3600471	-	lasA	LasA_protease_precursor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40300	CDS	3600755	3601180	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40310	CDS	3601464	3601703	-		putative_acyl_carrier_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40320	CDS	3601871	3604201	-	xqhA	secretion_protein_XqhA
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40330	CDS	3604188	3604715	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40340	CDS	3604857	3605066	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40350	CDS	3605156	3607432	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40370	CDS	3607425	3609101	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40380	CDS	3609235	3609885	+		TetR_family_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40390	CDS	3610001	3610756	+	modA	molybdate-binding_periplasmic_protein_precursor_modA
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40410	CDS	3610769	3611455	+	modB	molybdenum_transport_protein_ModB
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40420	CDS	3611457	3612542	+	modC	molybdenum_transport_protein_ModC
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40430	CDS	3612564	3613391	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40440	CDS	3613477	3614364	+		LysR_family_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40450	CDS	3614373	3615194	+	str	streptomycin_3''-phosphotransferase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40470	CDS	3615195	3616649	-		TrkH_family_potassium_uptake_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40490	CDS	3616827	3617750	+	yedI	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40510	CDS	3618097	3619539	+	ccoN-2	cbb3-type_cytochrome_c_oxidase_subunit_I
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40520	CDS	3619542	3619763	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40540	CDS	3619855	3621012	+		CBS_domain-containing_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40550	CDS	3621000	3621863	-		LysR_family_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40560	CDS	3622148	3622423	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40570	CDS	3622472	3623677	-		putative_two-component_response_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40600	CDS	3623926	3624930	+		putative_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40610	CDS	3624953	3625195	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40620	CDS	3625200	3626369	+		putative_MFS_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40630	CDS	3626428	3627012	-	yhgI	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40640	CDS	3627135	3629423	-	cti	cis/trans_isomerase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40650	CDS	3629785	3630303	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40660	CDS	3630345	3630809	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40670	CDS	3631084	3634788	+	metH	B12-dependent_methionine_synthase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40690	CDS	3634803	3635165	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40700	CDS	3635217	3635714	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40710	CDS	3635728	3636090	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40730	CDS	3636128	3637168	+		ribosomal_RNA_large_subunit_methyltransferase_N
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA1838-PA1839	ncRNA	3637168	3637869	-	sRNA1059
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40740	CDS	3637233	3637460	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40750	CDS	3637485	3637640	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40770	CDS	3637871	3639529	+	cysI	sulfite_reductase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40780	CDS	3639513	3640010	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40790	CDS	3640075	3640656	-		putative_transcriptional_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40800	CDS	3640779	3641216	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40820	CDS	3641311	3642186	+		putative_hydrolase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40830	CDS	3642173	3643165	-	yhfP	putative_oxidoreductase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40840	CDS	3643224	3644249	-	sohB	putative_periplasmic_protease
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40850	CDS	3644484	3645194	+	gpmA	hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40860	CDS	3645255	3645569	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40880	CDS	3645827	3646897	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40890	CDS	3646922	3647689	+		short_chain_dehydrogenase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40900	CDS	3647850	3648611	-		putative_short-chain_dehydrogenase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40910	CDS	3648743	3649648	+		LysR_family_transcriptional_regulatory_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40930	CDS	3649645	3650289	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40940	CDS	3650390	3651169	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40950	CDS	3651137	3651973	-	nudC	NADH_pyrophosphatase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40960	CDS	3651973	3653661	-	fimL	pilin_biosynthetic_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_40980	CDS	3653701	3654513	-		enoyl-CoA_hydratase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41000	CDS	3654737	3656239	+	nhaB	sodium/proton_antiporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41010	CDS	3656223	3657578	-		putative_amino_acid_permease
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41020	CDS	3657602	3659857	-	adi	putative_Orn/Arg/Lys_decarboxylase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41030	CDS	3660051	3660440	+		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41050	CDS	3660468	3661208	-	dnaQ	DNA_polymerase_III_subunit_epsilon
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41060	CDS	3661273	3661719	-	rnhA	ribonuclease_H
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41070	CDS	3661722	3662483	-		hypothetical_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41080	CDS	3662879	3663361	+		putative_hydroxyacylglutathione_hydrolase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41090	CDS	3663439	3665043	+	mltD	membrane-bound_lytic_murein_transglycosylase_D_precursor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41110	CDS	3665234	3667063	+		putative_solute-binding_protein
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41130	CDS	3667060	3668907	+		putative_binding_protein_component_of_ABC_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41140	CDS	3668914	3669996	+		ABC_transporter_permease
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41150	CDS	3670001	3671020	+		putative_permease_of_ABC_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41160	CDS	3671022	3672632	+		putative_ATP-binding_component_of_ABC_transporter
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41170	CDS	3672654	3673451	+	fabI	NADH-dependent_enoyl-ACP_reductase
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41190	CDS	3673549	3675414	-	ppiD	peptidyl-prolyl_cis-trans_isomerase_D
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41200	tRNA	3675521	3675594	-		tRNA-Asp
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41210	CDS	3675646	3675918	-	hupB	DNA-binding_protein_HU
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41220	CDS	3676054	3678450	-	lon	Lon_protease
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41230	CDS	3678582	3679862	-	clpX	ATP-dependent_protease_ATP-binding_subunit_ClpX
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41240	CDS	3679967	3680608	-	clpP	ATP-dependent_Clp_protease_proteolytic_subunit
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41250	CDS	3680702	3682012	-	tig	trigger_factor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41260	CDS	3682244	3682951	+		putative_two-component_response_regulator
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41270	CDS	3682952	3684238	+		putative_two-component_sensor
Pseudomonas_aeruginosa_PA14	NC_008463	Chromosome	PA14_41280	CDS	3684343	3686175	+		putative_beta-lactamase
